Rank,Club,Country,Level,Elo,XG Elo,Transfer_Elo,Adjusted_Elo_Rating
318,Cosenza,ITA,2,1400.98205566,,,1400.98205566
319,Djurgårdens IF,SWE,1,1403.40344238,1391.0372631734042,,1400.311897578351
320,Boavista,POR,1,1409.28271484,1370.5240624735256,1180.2743031007028,1399.5930517483814
321,Klagenfurt,AUT,1,1399.36120605,,,1399.36120605
322,Banik Ostrava,CZE,1,1432.5390625,1299.37487793,,1399.2480163575
323,Rizespor,TUR,1,1398.88024902,,,1398.88024902
324,Fortuna Sittard,NED,1,1394.33312988,1411.803348053049,1238.6081465831548,1398.7006844232624
325,Universitatea Craiova,ROM,1,1389.65771484,1422.94824219,1207.9061236976538,1397.9803466775
326,Annecy,FRA,2,1397.86206055,,,1397.86206055
327,Heracles,NED,1,1402.03857422,1382.8924820020425,1158.7828870808519,1397.2520511655107
328,Nizhny Novgorod,RUS,1,1397.17700195,,,1397.17700195
329,BK Häcken,SWE,1,1396.0291748,1395.666054016588,,1395.938394604147
330,Sochi,RUS,1,1395.47729492,,,1395.47729492
331,Zorya Luhansk,UKR,1,1384.28491211,1426.1584910280428,1195.6253145434534,1394.7533068395107
332,Kayseri,TUR,1,1379.6854248,1422.9753418,,1390.50790405
333,Feralpisalo,ITA,2,1389.62158203,,,1389.62158203
334,Grenoble,FRA,2,1388.7689209,,,1388.7689209
335,PEC Zwolle,NED,1,1390.62255859,1381.3362368305773,1167.9934939465024,1388.3009781501444
336,Almere City,NED,1,1396.36694336,1362.4108342789295,1121.9404596182508,1387.8779160897323
337,Vejle,DEN,1,1387.86206055,,,1387.86206055
338,Osijek,CRO,1,1376.35070801,1421.98620605,,1387.7595825199999
339,Hartberg,AUT,1,1387.50537109,,1069.747020712899,1387.50537109
340,Slask,POL,1,1406.48571777,1329.32373047,,1387.195220945
341,Laval,FRA,2,1387.14343262,,,1387.14343262
342,US Quevilly,FRA,2,1392.65112305,1370.54724121,,1387.12515259
343,Gornik,POL,1,1413.5723877,1306.70141602,,1386.85464478
344,Viking,NOR,1,1422.01062012,1280.14123535,,1386.5432739275002
345,Tromso,NOR,1,1440.71801758,1220.46386719,,1385.6544799825
346,Dnipro-1,UKR,1,1391.54272461,1364.1049285879026,1278.5207763343062,1384.6832756044757
347,Lyngby,DEN,1,1367.54907227,1435.19372559,,1384.4602355999998
348,Rostock,GER,2,1383.83911133,,,1383.83911133
349,Farul Constanța,ROM,1,1347.2130127,1491.64978027,,1383.3222045925
350,Vizela,POR,1,1366.76464844,1423.9605988248359,1217.1167305633041,1381.063636036209
351,Heart of Midlothian,SCO,1,1421.96289062,1250.6800266554812,1223.2571351404042,1379.1421746288702
352,Wehen,GER,2,1378.67883301,,,1378.67883301
353,Kortrijk,BEL,1,1368.53125,1407.23925781,,1378.2082519525
354,Sarpsborg 08,NOR,1,1362.08251953,1419.484372605918,,1376.4329827989795
355,Jablonec,CZE,1,1347.12133789,1463.6506235227919,,1376.253659298198
356,Hammarby,SWE,1,1391.06970215,1327.88513184,,1375.2735595725
357,AIK,SWE,1,1344.40637207,1463.64941406,,1374.2171325675
358,Bohemians Praha,CZE,1,1382.38806152,1341.35021973,,1372.1286010724998
359,Lausanne-Sport,SUI,1,1377.90161133,1354.58972168,1204.8359214091035,1372.0736389175
360,Lok Zagreb,CRO,1,1373.30639648,1359.06469727,,1369.7459716775002
361,Piast Gliwice,POL,1,1379.96984863,1335.66479492,,1368.8935852025
362,Maribor,SVN,1,1358.19763184,1399.8138412707003,,1368.601684197675
363,Hradec Kralove,CZE,1,1368.51586914,,,1368.51586914
364,Samsunspor,TUR,1,1367.92224121,,,1367.92224121
365,Chaves,POR,1,1367.50268555,1369.1555478485413,,1367.9159011246354
366,Rapid București,ROM,1,1367.85217285,,1266.2399671801056,1367.85217285
367,Trnava,SLK,0,1365.25634766,,,1365.25634766
368,RKC Waalwijk,NED,1,1365.25671387,1363.544125178451,1220.1869328518542,1364.8285666971128
369,Portimonense,POR,1,1367.0904541,1355.2379709852864,1198.6955168320035,1364.1273333213217
370,Grasshopper,SUI,1,1359.2310791,1377.72424316,1152.6424825037518,1363.854370115
371,Levski Sofia,BUL,1,1369.72900391,1346.04516602,1198.6955168320035,1363.8080444375
372,Stal Mielec,POL,1,1361.96606445,,,1361.96606445
373,Teplice,CZE,1,1337.05908203,1429.33569336,,1360.1282348625
374,Odd Grenland,NOR,1,1358.58532715,1361.81225586,,1359.3920593275
375,Slovan Bratislava,SLK,0,1366.41003418,1337.5460110031352,1250.8889557373552,1359.194028385784
376,Radomiak,POL,1,1358.15014648,,,1358.15014648
377,Zagłębie Lubin,POL,1,1350.80126953,1379.75183105,,1358.0389099099998
378,Lillestrøm,NOR,1,1378.1875,1294.71337891,,1357.3189697275
379,Stromsgodset,NOR,1,1367.21032715,1326.41064453,,1357.010406495
380,Sigma Olomouc,CZE,1,1375.62353516,1296.29748535,,1355.7920227075
381,Celje,SVN,1,1388.0645752,1258.90161133,,1355.7738342325001
382,Osnabrueck,GER,2,1354.60168457,,,1354.60168457
383,Zilina,SLK,0,1357.95507812,1343.62866211,,1354.3734741174999
384,Molenbeek,BEL,1,1353.515625,,,1353.515625
385,Astana,KAZ,0,1335.9519043,1405.164177804202,,1353.2549726760506
386,Neftchi,AZE,0,1353.0489502,,,1353.0489502
387,Sabah,AZE,0,1350.56652832,,,1350.56652832
388,Vorskla Poltava,UKR,1,1313.13671875,1460.9369482895565,1103.51924588695,1350.086776134889
389,Excelsior,NED,1,1338.42700195,1378.5891471294738,1158.7828870808519,1348.4675382448684
390,Baltika,RUS,1,1347.35229492,,,1347.35229492
391,Altach,AUT,1,1307.85205078,1460.46813965,,1346.0060729974998
392,Eupen,BEL,1,1336.72277832,1367.69091797,,1344.4648132325
393,Cracovia,POL,1,1355.86499023,1309.09313965,,1344.172027585
394,Fehérvár,HUN,1,1330.08825684,1385.1379590404604,,1343.850682390115
395,Yverdon Sport,SUI,1,1342.04455566,,1128.0808641953508,1342.04455566
396,Hapoel Haifa,ISR,1,1363.08349609,1275.47814941,,1341.18215942
397,Beitar,ISR,1,1313.74328613,1423.35095215,,1341.1452026349998
398,IK Sirius,SWE,1,1346.39294434,1321.01062012,,1340.047363285
399,Mjaellby,SWE,1,1339.88891602,,,1339.88891602
400,Widzew,POL,1,1339.10620117,,,1339.10620117
401,Warta,POL,1,1338.36743164,,,1338.36743164
402,Rukh Lviv,UKR,1,1338.10144043,,1112.7298527526004,1338.10144043
403,Pardubice,CZE,1,1337.76147461,,,1337.76147461
404,Dunkerque,FRA,2,1337.23583984,,,1337.23583984
405,Gabala,AZE,0,1311.15161133,1413.91174316,,1336.8416442875
406,Haugesund,NOR,1,1336.63317871,1330.39550781,,1335.073760985
407,Bnei Sakhinin,ISR,1,1329.98217773,1350.25390625,,1335.05010986
408,Vitesse,NED,1,1336.17407227,1331.6568137651825,1266.2399671801056,1335.0447576437955
409,Vaduz,LIE,0,1331.23132324,1344.3285643547547,,1334.5056335186887
410,Aberdeen,SCO,1,1308.94604492,1394.251183471243,1146.5020779266515,1330.2723295578107
411,Sepsi OSK,ROM,1,1338.04846191,1303.72509766,1250.8889557373552,1329.4676208475
412,Kryvbas,UKR,1,1328.29187012,,,1328.29187012
413,Oleksandriya,UKR,1,1281.10681152,1468.318471607169,,1327.9097265417922
414,Hapoel Jerusalem,ISR,1,1327.82336426,,,1327.82336426
415,DAC Dunajská Streda,SLK,0,1327.36914062,,1161.8530893694021,1327.36914062
416,Olimpija Ljubljana,SVN,1,1338.93371582,1291.011472120865,1085.0980321556494,1326.9531548952164
417,Lecco,ITA,2,1326.36499023,,,1326.36499023
418,Rotherham United,ENG,2,1325.07336426,,1226.3273374289545,1325.07336426
419,Atromitos,GRE,1,1305.38024902,1379.06591797,,1323.8016662575
420,IFK Göteborg,SWE,1,1291.9810791,1411.79724121,,1321.9351196275
421,Concarneau,FRA,2,1319.03955078,,,1319.03955078
422,Cherno More,BUL,1,1336.34936523,1266.95373535,,1319.00045776
423,Pendikspor,TUR,1,1318.81787109,,,1318.81787109
424,Korona,POL,1,1316.7109375,1322.74938965,,1318.2205505375
425,Zlín,CZE,1,1307.64294434,1348.5635943533437,,1317.873106843336
426,Gaziantep FK,TUR,1,1315.80761719,,,1315.80761719
427,Hatayspor,TUR,1,1315.54418945,,,1315.54418945
428,Valenciennes,FRA,2,1284.42810059,1405.25964355,1072.817223001449,1314.63598633
429,Norrkoeping,SWE,1,1283.80200195,1406.84240723,,1314.56210327
430,Paksi,HUN,1,1341.78137207,1230.09106445,,1313.8587951650002
431,BW Linz,AUT,1,1311.95422363,,,1311.95422363
432,Kilmarnock,SCO,1,1354.61425781,1179.27905273,1088.1682344441997,1310.78045654
433,Hvidovre,DEN,1,1308.21520996,,,1308.21520996
434,St Mirren,SCO,1,1307.8605957,,,1307.8605957
435,Varnamo,SWE,1,1307.7244873,,,1307.7244873
436,Wattens,AUT,1,1307.66992188,,,1307.66992188
437,Maccabi Bnei Raina,ISR,1,1303.61779785,,,1303.61779785
438,Kuopio,FIN,0,1301.6439209,,,1301.6439209
439,OFI,GRE,1,1300.09912109,,,1300.09912109
440,Lok Plovdiv,BUL,1,1301.64599609,1295.24279785,,1300.0451965299999
441,BATE Borisov,BLR,0,1248.79516602,1453.4771697629676,,1299.9656669557419
442,Istanbulspor,TUR,1,1299.18908691,,,1299.18908691
443,HNK Gorica,CRO,1,1297.5715332,,,1297.5715332
444,Kalmar,SWE,1,1301.95080566,1282.7980957,,1297.16262817
445,Chernomorets,UKR,1,1266.97045898,1384.90258789,,1296.4534912075
446,TSC,SRB,1,1338.29968262,1164.7985608827614,1174.1338985236025,1294.9244021856903
447,Puszcza Niepolomice,POL,1,1293.63244629,,,1293.63244629
448,Lausanne Ouchy,SUI,1,1290.97424316,,,1290.97424316
449,Volendam,NED,1,1300.75610352,1261.479298742039,1125.010661906801,1290.9369023255097
450,Hibernian,SCO,1,1334.54663086,1157.2454834,1167.9934939465024,1290.221343995
451,H Tel Aviv,ISR,1,1289.45483398,,,1289.45483398
452,Polissya Zhytomyr,UKR,1,1288.96801758,,1164.9232916579522,1288.96801758
453,Universitatea Cluj,ROM,1,1288.89904785,,,1288.89904785
454,Ham-Kam,NOR,1,1288.7064209,,,1288.7064209
455,Asteras Tripolis,GRE,1,1268.60986328,1345.6385498,,1287.8670349099998
456,Varazdin,CRO,1,1287.13110352,,,1287.13110352
457,Debrecen,HUN,1,1309.39953613,1216.53833008,,1286.1842346175
458,Hermannstadt,ROM,1,1285.75524902,,,1285.75524902
459,Austria Lustenau,AUT,1,1285.32958984,,,1285.32958984
460,Netanya,ISR,1,1307.41149902,1218.66259766,,1285.22427368
461,NFC Volos,GRE,1,1284.97058105,,,1284.97058105
462,Voluntari,ROM,1,1254.48815918,1374.21142578,,1284.41897583
463,HJK,FIN,0,1289.38562012,1268.8387468319281,,1284.248901797982
464,FK Riga,LAT,0,1283.92382812,,,1283.92382812
465,UTA Arad,ROM,1,1283.07409668,,,1283.07409668
466,Ruch,POL,1,1281.57739258,,,1281.57739258
467,Ashdod,ISR,1,1283.36413574,1274.91210938,,1281.25112915
468,M Petach Tikva,ISR,1,1245.20092773,1386.50305176,,1280.5264587375002
469,Istra 1961,CRO,1,1280.87890625,1276.06005859,,1279.674194335
470,Fredrikstad,NOR,1,1278.33044434,,,1278.33044434
471,Motherwell,SCO,1,1312.33215332,1174.66467285,1140.3616733495514,1277.9152832025002
472,Novi Sad,SRB,1,1253.14794922,1350.78259277,,1277.5566101075
473,Ceske Budejovice,CZE,1,1276.31115723,,,1276.31115723
474,Hapoel Eran Hadera,ISR,1,1276.12878418,,,1276.12878418
475,Puskas Akademia,HUN,1,1328.12255859,1111.68554688,,1274.0133056625
476,CSKA 1948,BUL,1,1273.48999023,,,1273.48999023
477,Kecskemeti,HUN,1,1273.14074707,,,1273.14074707
478,Slaven Belupo,CRO,1,1249.71008301,1335.92578125,,1271.26400757
479,Dinamo Minsk,BLR,0,1240.82873535,1361.94970703,,1271.10897827
480,Zalaegerszegi,HUN,1,1270.86096191,,,1270.86096191
481,Sandefjord,NOR,1,1290.0168457,1213.09924316,,1270.787445065
482,Zrinjski Mostar,BHZ,0,1283.96203613,1215.0052873754682,,1266.722848941367
483,Karvina,CZE,1,1246.95874023,1321.22497559,,1265.52529907
484,Lamia,GRE,1,1270.07531738,1251.35058594,,1265.39413452
485,KFUM Oslo,NOR,1,1262.66955566,,,1262.66955566
486,Kolos,UKR,1,1261.41687012,,,1261.41687012
487,Dinamo Bucuresti,ROM,1,1175.97009277,1506.32348633,,1258.55844116
488,Čukarički,SRB,1,1264.15454102,1239.0531422708616,1210.9763259862038,1257.8791913327152
489,Giannina,GRE,1,1218.79223633,1369.19934082,,1256.3940124525
490,Iasi,ROM,1,1202.38549805,1415.22229004,,1255.5946960475
491,Kristiansund,NOR,1,1271.79602051,1203.4342041,,1254.7055664075
492,Obolon Kyiv,UKR,1,1253.95703125,,,1253.95703125
493,Panserraikos,GRE,1,1252.03088379,,,1252.03088379
494,Shkendija,MAC,0,1223.08947754,1332.96044922,,1250.55722046
495,Panetolikos,GRE,1,1228.39941406,1315.73217773,,1250.2326049775
496,Tobol,KAZ,0,1249.28369141,,,1249.28369141
497,St Johnstone,SCO,1,1241.96020508,1269.62084961,,1248.8753662125
498,Dundee United,SCO,1,1278.19592285,1159.30078125,,1248.47213745
499,Botev Plovdiv,BUL,1,1238.28723145,1276.39807129,,1247.81494141
500,Botosani,ROM,1,1196.63781738,1394.60168457,,1246.1287841775
501,Aktobe,KAZ,0,1245.40234375,,,1245.40234375
502,MTK,HUN,1,1244.61865234,,,1244.61865234
503,Otelul Galati,ROM,1,1244.10253906,,,1244.10253906
504,Veres,UKR,1,1214.78833008,1328.49719238,,1243.215545655
505,Zeljeznicar,BHZ,0,1244.83435059,1235.17028809,,1242.418334965
506,LNZ,UKR,1,1241.71691895,,,1241.71691895
507,Ordabasy,KAZ,0,1239.86901855,1238.91784668,,1239.6312255825
508,FK Sarajevo,BHZ,0,1239.40246582,1232.6048584,,1237.7030639650002
509,Brommapojkarna,SWE,1,1234.2947998,,,1234.2947998
510,Ujpest,HUN,1,1237.12023926,1222.90039062,,1233.5652771
511,Diosgyori,HUN,1,1239.70324707,1212.70922852,,1232.9547424325
512,LKS,POL,1,1232.12316895,,,1232.12316895
513,Ross County,SCO,1,1228.73168945,1235.13806152,1078.9576275785494,1230.3332824674999
514,Craiova 1948,ROM,1,1228.26477051,,,1228.26477051
515,Petrolul Ploiesti,ROM,1,1228.03637695,,,1228.03637695
516,Halmstad,SWE,1,1236.04528809,1203.94873047,,1228.021148685
517,Akureyri,ISL,0,1223.5189209,,,1223.5189209
518,Arda,BUL,1,1222.65209961,,,1222.65209961
519,Koper,SVN,1,1221.29541016,,,1221.29541016
520,Petrocub,MOL,0,1218.96276855,,,1218.96276855
521,H Petach Tikva,ISR,1,1218.0447998,,,1218.0447998
522,Honka Espoo,FIN,0,1214.75830078,,,1214.75830078
523,Vikingur,ISL,0,1214.7130127,,,1214.7130127
524,Kisvarda,HUN,1,1210.84851074,,,1210.84851074
525,Zimbru,MOL,0,1210.83190918,,,1210.83190918
526,Pyunik,ARM,0,1255.48925781,1075.0482440912015,,1210.3790043803003
527,Domzale,SVN,1,1184.93347168,1284.43371582,,1209.808532715
528,Kifisias,GRE,1,1209.50158691,,,1209.50158691
529,Haka,FIN,0,1207.69689941,,,1207.69689941
530,Drita,KOS,0,1206.79418945,,,1206.79418945
531,Breiðablik,ISL,0,1202.43811035,1218.8012745786464,,1206.5289014071616
532,Bravo,SVN,1,1205.57666016,,,1205.57666016
533,Dundalk,IRL,0,1175.81445312,1289.8732513155553,,1204.329152668889
534,Slavia Sofia,BUL,1,1194.41796875,1228.65222168,,1202.9765319825
535,Žalgiris,LIT,0,1209.62976074,1182.1658700865148,,1202.7637880766288
536,RFS,LAT,0,1225.14990234,1134.502764473665,,1202.4881178734163
537,Metalist 1925,UKR,1,1199.90356445,,,1199.90356445
538,Derry City,IRL,0,1194.4855957,1209.32507324,,1198.195465085
539,Levski Krumovgrad,BUL,1,1197.46350098,,,1197.46350098
540,Dila Gori,GEO,0,1194.55407715,,,1194.55407715
541,Partizani Tirana,ALB,0,1197.9654541,1177.3347168,,1192.807769775
542,Mynai,UKR,1,1190.88684082,,,1190.88684082
543,Auda,LAT,0,1190.38354492,,,1190.38354492
544,Borac Banja Luka,BHZ,0,1190.23791504,,,1190.23791504
545,Milsami Orhei,MOL,0,1197.97668457,1161.85852051,,1188.947143555
546,Mezokovesd-Zsory,HUN,1,1193.7545166,1168.97937012,,1187.56072998
547,Mura,SVN,1,1189.88427734,1176.2106572511545,,1186.4658723177886
548,Shamrock Rovers,IRL,0,1173.44995117,1211.5468292405371,,1182.9741706876343
549,Batumi,GEO,0,1178.33996582,1185.90136719,,1180.2303161625
550,Ballkani,KOS,0,1200.25463867,1106.7026283010746,,1176.8666360777688
551,Livingston,SCO,1,1176.40734863,,,1176.40734863
552,Kragujevac,SRB,1,1176.32043457,,,1176.32043457
553,Egnatia,ALB,0,1175.19702148,,,1175.19702148
554,Torpedo Kutaisi,GEO,0,1171.69128418,1179.66296387,,1173.6842041025
555,Beroe Stara Zagora,BUL,1,1135.57458496,1275.8873291,,1170.652770995
556,Vllaznia,ALB,0,1169.95568848,,,1169.95568848
557,Radomlje,SVN,1,1167.32312012,,,1167.32312012
558,St Patricks,IRL,0,1167.19677734,,,1167.19677734
559,Tirana,ALB,0,1156.26000977,1184.9708252,,1163.4377136275
560,Ararat,ARM,0,1160.54968262,,,1160.54968262
561,Neman Grodno,BLR,0,1140.18725586,1219.22253418,,1159.94607544
562,Mladost Lucani,SRB,1,1138.71813965,1221.62792969,,1159.44558716
563,Alashkert,ARM,0,1200.75842285,1009.5129562051891,,1152.9470561887972
564,Banants,ARM,0,1152.2635498,,,1152.2635498
565,Valmieras,LAT,0,1151.80358887,,,1151.80358887
566,Rogaska,SVN,1,1150.79199219,,,1150.79199219
567,Krusevac,SRB,1,1135.45336914,1184.51293945,,1147.7182617175
568,Torpedo Zhodino,BLR,0,1104.95983887,1272.52807617,,1146.851898195
569,GAIS,SWE,1,1146.11584473,,,1146.11584473
570,Hamrun,MLT,0,1145.35070801,,,1145.35070801
571,Vaesteras,SWE,1,1141.91625977,,,1141.91625977
572,Nis,SRB,1,1105.22351074,1246.01794434,,1140.42211914
573,Blagoevgrad,BUL,1,1121.21325684,1192.13903809,,1138.9447021525
574,Panevezys,LIT,0,1138.00061035,,,1138.00061035
575,Rudes Zagreb,CRO,1,1099.83654785,1250.11035156,,1137.4049987775
576,Novi Pazar,SRB,1,1136.39770508,,,1136.39770508
577,Vozdovac Beograd,SRB,1,1112.30041504,1207.78173828,,1136.17074585
578,Dinamo Tbilisi,GEO,0,1134.59313965,,,1134.59313965
579,Hebar,BUL,1,1130.1953125,,,1130.1953125
580,Zlatibor,SRB,1,1098.14831543,1195.29052734,,1122.4338684075
581,Struga,MAC,0,1118.15124512,,,1118.15124512
582,KÍ,FAR,0,1172.52124023,948.0105539173236,,1116.393568651831
583,KÍ,FAR,0,1172.52124023,941.9442087023235,,1114.876982348081
584,Lok Sofia,BUL,1,1112.37597656,,,1112.37597656
585,Aluminij,SVN,1,1099.4777832,1149.0958252,,1111.8822937
586,Hegelmann,LIT,0,1111.43566895,,,1111.43566895
587,Flora,EST,0,1131.41259766,1037.9988663341603,,1108.0591648285401
588,Etar,BUL,1,1051.80175781,1274.94836426,,1107.5884094225
589,Shkupi,MAC,0,1098.73217773,,,1098.73217773
590,Kauno Zalgiris,LIT,0,1098.58483887,,,1098.58483887
591,Linfield,NIR,0,1119.13916016,1035.30383301,,1098.1803283725
592,Dukagjini,KOS,0,1096.75024414,,,1096.75024414
593,F91 Dudelange,LUX,0,1085.77209473,1123.617543142922,,1095.2334568332303
594,Gzira United,MLT,0,1091.47802734,,,1091.47802734
595,Niedercorn,LUX,0,1092.54602051,1064.88049316,,1085.6296386725
596,Differdang,LUX,0,1073.71899414,1105.86230469,,1081.7548217775
597,Swift Hesperange,LUX,0,1079.53430176,,,1079.53430176
598,Makedonija,MAC,0,1079.15563965,,,1079.15563965
599,Birkirkara,MLT,0,1077.99243164,,,1077.99243164
600,KF Gjilani,KOS,0,1074.63012695,,,1074.63012695
601,Botev Vratsa,BUL,1,1070.80480957,,,1070.80480957
602,The New Saints,WAL,0,1079.24462891,1041.6661377,,1069.8500061075001
603,Crusaders,NIR,0,1086.17663574,1019.93841553,,1069.6170806875
604,Glentoran,NIR,0,1067.01525879,,,1067.01525879
605,Balzan,MLT,0,1086.39904785,998.341796875,,1064.38473510625
606,Ivanjica,SRB,1,1063.32287598,,,1063.32287598
607,Radnik Surdulica,SRB,1,1032.00524902,1132.64489746,,1057.16516113
608,Larne,NIR,0,1056.20788574,,,1056.20788574
609,IMT,SRB,1,1055.94421387,,,1055.94421387
610,HB Torshavn,FAR,0,1052.36303711,,,1052.36303711
611,Zeleznicar Pancevo,SRB,1,1034.44543457,,,1034.44543457
612,Gota,FAR,0,1036.67565918,1008.88446045,,1029.7278594975
613,B 36 Torshavn,FAR,0,1076.60656738,876.229553223,,1026.5123138407498
614,Trans Narva,EST,0,1017.81066895,,,1017.81066895
615,Arsenal Tivat,MNT,0,1017.29779053,,,1017.29779053
616,Podgorica,MNT,0,980.740478516,1121.08789062,,1015.827331542
617,Paide Linnameeskond,EST,0,1013.82458496,,,1013.82458496
618,Sutjeska,MNT,0,968.14831543,1105.11828613,,1002.390808105
619,Connahs Quay,WAL,0,982.021972656,1036.61621094,,995.670532227
620,FC Infonet,EST,0,1001.37615967,971.967163086,,994.023910524
621,Haverfordwest,WAL,0,989.598327637,,,989.598327637
622,Penybont,WAL,0,962.114501953,,,962.114501953
623,Lincoln Red Imps,GIB,0,950.324523926,964.0971776075419,,953.7676873463855
624,College Europa,GIB,0,907.277038574,941.426818848,,915.8144836425
625,Escaldes,AND,0,881.420837402,,,881.420837402
626,Santa Coloma,AND,0,898.886169434,767.492736816,,866.0378112794999
627,FCB Magpies,GIB,0,859.541015625,,,859.541015625
628,Atletic Club Escaldes,AND,0,845.504821777,,,845.504821777
629,Cosmos,SMR,0,696.818664551,,,696.818664551
630,Tre Penne,SMR,0,685.562805176,685.851745605,,685.63504028325
631,La Fiorita,SMR,0,666.206604004,681.354309082,,669.9935302735
